Sentence,Sentiment,cleaned_Sentence,Encoded_Sentiment,Sentiment_Polarity_Cleaned,Sentiment_Label_Cleaned,Sentiment_Label_Encoded
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,positive,fusioniq new positive timing signal sbux today please retweet signals,2,0.18181818181818182,positive,2
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,positive,representative body swedish meats approved improved offer finnish hk ruokatalo acquire company,2,0.0,neutral,1
M real 's sales are expected to have increased by 4 % year on year to EUR609m in the second quarter of 2010 .,positive,real sales expected increased year year eurm second quarter,2,0.03333333333333333,positive,2
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",neutral,weber convinced friend ray ostrom owned lake street sporting goods store sell lures,1,0.0,neutral,1
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative,aapl beaten hated etc hhhmm opposite happens next,0,-0.3,negative,0
The most significant challengers in the market are Logset and Sampo Rosenlew .,neutral,significant challengers market logset sampo rosenlew,1,0.375,positive,2
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,district court helsinki dismissed charges court first instance,2,0.25,positive,2
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi directionality .,neutral,teleste bk optiflex amplifier products used ongoing capacity upgrade kdg network bi directionality,1,0.0,neutral,1
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,business units investlesprom group cover full forest industry chain group owns forests sawmills paper pulp mills processing plants,1,0.35,positive,2
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",neutral,previously company expected financial performance remain level,1,-0.08888888888888889,negative,0
Insurers: Admiral blows hot and cold but Aviva soars pre Friends Life merger,neutral,insurers admiral blows hot cold aviva soars pre friends life merger,1,-0.175,negative,0
Retail giant Kingfisher reports 'solid' start to the year,positive,retail giant kingfisher reports solid start year,2,0.0,neutral,1
"Maximum amount of terminations in Finland is 40 employees , the company added .",neutral,maximum amount terminations finland employees company added,1,0.0,neutral,1
$TSLA yeah lets go down to 230s lol,negative,tsla yeah lets go lol,0,0.8,positive,2
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",positive,company scheduled traffic measured revenue passenger kilometres rpk grew nearly passengers carried scheduled flights february,2,0.1,positive,2
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,positive,validating fgvoip client symbian signed represents significant step forward accomplishing goal,2,0.375,positive,2
$EBAY  e bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,negative,ebay e bay bay working couple daily dojis continue downside,0,0.0,neutral,1
Royal Mail gets mixed bag from Ofcom postal regulation report,neutral,royal mail gets mixed bag ofcom postal regulation report,1,0.0,neutral,1
"Ragutis , which is based in Lithuania 's second largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,ragutis based lithuania second largest city kaunas boosted sales last year per cent million liters,2,0.0,neutral,1
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,trade accordance agreement announced march,1,0.0,neutral,1
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,initial estimated total value contract euros excluding vat,1,0.0,neutral,1
Shell and BG Shareholders to Vote on Deal at End of January,neutral,shell bg shareholders vote deal end january,1,0.0,neutral,1
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",neutral,completion acquisition poyry oil gas expertise cover multi discipline engineering consulting services across complete oil gas asset lifecycle including deepwater engineering services,1,0.1,positive,2
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive,lietuvos respublikos sveikatos apsaugos ministerija awarded contract uab affecto lietuva financial systems software package,2,0.0,neutral,1
The order was worth EUR 8mn .,neutral,order worth eur mn,1,0.3,positive,2
$IBM staying strong,positive,ibm staying strong,2,0.4333333333333333,positive,2
$CRUS Upgraded to a buy by Alpha Street Research,positive,crus upgraded buy alpha street research,2,0.0,neutral,1
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive,apple almost february lows little fanfare aapl,2,-0.1875,negative,0
"Rio Tinto swings to loss, drops dividend policy",negative,rio tinto swings loss drops dividend policy,0,0.0,neutral,1
Cision says the sale will return its U.K. operation to profitability .,positive,cision says sale return uk operation profitability,2,0.0,neutral,1
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative,isolationism another sell rating sell ratings spy qqq iwm several companies aapl apple axp bac,0,0.0,neutral,1
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative,due rapid decrease net sales personnel reductions carried wider scale initially expected,0,-0.075,negative,0
"In sales volume , Coca Cola 's market share has decreased by 2.2 % to 24.2 % .",neutral,sales volume coca cola market share decreased,1,-0.4,negative,0
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,lt net profit whole dropped eur million eur million,0,0.1,positive,2
"The order consists of outsourced application management , support and planning for Tecnotree and third party applications .",neutral,order consists outsourced application management support planning tecnotree third party applications,1,0.0,neutral,1
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,neutral,group net sales third quarter totaled eur mn operating profit eur mn,1,0.0,neutral,1
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,vaisala headquartered helsinki finland develops manufactures electronic measurement systems meteorology environmental sciences traffic industry,1,0.0,neutral,1
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,positive,spy looks like bear traps getting laid faster cadbury creme eggs easter bunny,2,0.0,neutral,1
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,neutral,finnlines estimated annual general meeting financially tough year due large investments,1,-0.06240079365079366,negative,0
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",neutral,furthermore company sell warehouse office buildings loudeac saint marcel lease new joint premises operations morvillars,1,0.13636363636363635,positive,2
Sales of mid strength beer decreased by 40 % .,neutral,sales mid strength beer decreased,1,-0.2,negative,0
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,abn represent voting rights share capital citycon oyj,1,0.0,neutral,1
The company has 120 employees and annual sales of approximately EUR16m .,neutral,company employees annual sales approximately eurm,1,-0.4,negative,0
"According to M real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,according real ceo mikko helander transaction enable company proceed swiftly restructuring program,2,0.2,positive,2
